raw,attention,meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
122,47,53,1465080,75067,59166,5864,14022,6650,2692,130544
164,35,60,498699,499255,75076,29563,34260,10132,7345,329372
-248,23,44,125501,124528,10021,2995,8243,4189,1745,49349
-81,17,53,130951,90580,9307,42242,28769,10354,4967,122174
-85,30,51,1404666,12983,7918,5228,2090,4128,2408,87932
77,41,60,259248,203708,13264,37163,9577,8873,7286,358624
97,48,56,1197943,176852,45332,14340,21736,35327,10842,342140
-35,41,48,52032,115286,17853,20787,9276,13350,8175,420728
-24,37,51,721373,213372,37597,22742,14416,7430,11268,396343
91,30,61,236682,227212,68574,108053,20161,7585,5186,440097
102,14,56,805212,323569,20732,40045,56024,11176,11688,404490
101,16,66,145452,46874,23643,34052,12261,9990,6375,418701
-55,24,70,952029,32283,9651,11122,18148,3776,3361,112462
228,17,64,549138,172578,40690,18704,10972,1574,1537,126600
21,20,63,1638854,344138,40580,10719,23956,10426,3455,557207
70,26,61,1038357,15143,17156,3197,6439,6887,1994,134667
-108,29,44,134563,196103,1825,12204,3409,15344,6117,560570
21,51,43,696260,39693,8957,1640,3180,3546,1656,125498
7,56,43,74585,288710,18665,27400,26124,17047,5983,458954
-45,48,38,73504,21810,4707,8058,3441,2387,1156,117069
-26,43,56,219199,238134,63436,74710,40200,16643,3962,537545
42,40,47,492901,255839,14895,6656,21534,13218,1724,146134
50,30,56,279414,62506,15298,13253,6445,2212,5221,554378
91,29,56,581247,127932,35708,54223,47152,12554,11137,627676
17,17,47,2088655,126974,7965,12858,2640,2028,2581,109628
-241,30,69,378058,29680,43653,16452,16802,16613,4542,527944
-41,44,74,291943,9210,5213,2306,1847,1832,539,30034
19,51,56,693296,281789,8546,18497,19490,31143,4416,429005
528,64,56,543913,208379,2971,36520,16602,14385,6772,574152
97,57,37,614597,38203,2541,2508,4972,4503,1188,34493
123,50,24,217536,106235,5284,19405,39315,6099,8367,295128
3,43,21,620070,94917,4832,980,3325,5029,2226,70938
67,48,27,143561,160825,54003,9717,20068,22320,4057,130382
73,43,37,1455341,138456,25803,19500,43030,11822,3104,129957
-67,43,34,561229,124985,1997,15150,7334,6250,7437,141349
55,57,47,49749,21264,3064,6875,7954,7758,2808,125733
-66,63,47,8357,38245,16809,1992,15633,9309,3367,143866
91,64,41,398971,100062,6279,12921,17919,9068,7847,126477
-6,77,60,155522,27624,21901,12351,2503,9763,4896,162994
-13,70,61,141227,18290,3632,3044,3831,3623,2167,28777
-81,67,77,57544,20569,40905,13313,3876,10325,9476,130187
-13,78,91,14435,37993,13269,30952,2321,17825,3594,132516
4,70,88,112284,59482,37034,13873,12989,6660,3985,143914
9,56,88,21389,238984,39416,42629,15215,9727,3222,143802
98,50,70,136069,169669,20046,26495,4356,12303,7347,126107
50,47,56,522739,191707,7064,26906,15753,34647,7272,124915
-28,38,38,568518,235980,19126,6526,42486,6772,2058,144191
-49,40,47,2772329,85570,24186,64080,29717,6817,6764,144408
-60,35,44,20463,91099,16035,2084,2459,3314,1701,147761
-77,24,48,626646,69260,13642,6348,14888,4834,2120,110566
73,30,70,62296,24011,19253,15020,3804,3032,4863,166509
33,40,67,28160,35528,15143,10186,12257,6283,3553,124701
8,43,74,553398,94427,13635,23362,11311,5795,3746,398675
19,41,74,763666,71785,6960,13242,16857,4551,1569,119608
-132,40,64,356735,69685,34727,13133,26711,5336,1538,166448
-71,27,66,700632,239754,143909,14503,23274,10710,9456,586389
8,44,67,662946,73085,33395,27507,13380,35685,7570,476090
26,38,75,1274124,70153,9086,22751,3479,2766,2123,111839
-326,41,64,582566,263001,34836,13137,25754,16383,5125,449825
80,48,56,78192,63130,12281,5905,934,4421,860,106817
89,40,54,181337,72951,9323,35595,37211,11152,5949,502677
170,47,43,260949,161250,11224,9871,15238,10587,4335,450744
96,41,48,1210667,160946,7639,46003,27462,7642,4478,439423
35,48,60,491731,38544,16231,26444,1136,9794,3803,541362
-35,44,57,599171,74752,11344,17661,13879,6184,8660,475889
-82,41,64,237783,178495,33056,14460,3692,8085,4050,489707
-23,51,74,1067611,118081,69077,37653,51805,23017,7520,491029
37,47,57,1962249,131842,11473,16377,9416,11691,1560,159574
35,35,51,207698,61090,4121,6614,4293,1264,738,148653
-25,40,61,1520559,88970,76702,2405,12378,10063,4468,541785
256,35,54,85644,47510,12771,2804,3773,4508,3751,14405
83,34,53,595705,111978,13601,8348,12405,7576,8978,44282
24,47,66,218687,45818,10498,32181,14540,6809,8775,393619
-162,41,63,373926,104575,48523,27961,22618,6098,8228,352206
43,43,78,222439,36766,61729,16149,13615,10467,6246,257934
151,47,84,1826502,108921,27708,20313,8268,12121,8840,370882
12,43,91,257773,74511,72351,72893,32527,12465,5983,217262
23,47,88,533265,174212,44781,21622,9414,11485,12696,184428
36,51,81,55953,42588,10623,25834,5777,11406,7534,164234
71,54,75,721199,51911,7376,4298,3218,6888,1553,36561
69,63,53,127984,141692,15587,7071,53172,27440,8212,94715
85,78,54,89996,51264,18519,24145,18454,21660,12131,57841
-75,57,41,648143,82448,8296,5940,3157,1517,1429,32976
76,48,38,134828,68310,4929,4204,9135,3121,2868,32121
26,37,43,113593,43226,11421,918,19007,2168,1855,29345
10,35,34,485019,134234,6600,19501,29009,27196,11029,134784
49,53,44,578412,44405,35736,10000,15456,12117,7093,84471
290,66,61,58581,30265,21093,8196,5155,10962,12218,84200
76,77,74,820507,87204,52165,18094,5938,19644,5857,45012
67,75,83,101201,9025,2636,3453,2446,2515,3112,20009
42,66,84,152307,133898,98588,35034,25288,12614,9820,39357
-101,69,81,10241,17972,4718,12116,11427,9362,10873,65084
102,78,74,159463,40828,6542,11026,20768,17539,7604,95550
36,69,63,105663,90132,11404,8143,17821,7879,17070,188936
32,66,44,1532992,648740,22224,50307,24075,21329,10596,69938
-34,50,51,833640,88682,44296,60903,10586,7602,14021,70804
4,37,60,539927,42214,9196,22879,9423,4946,14947,70026
11,35,61,257249,231080,38070,21123,26295,16863,6764,74301
-11,48,74,50299,60920,14569,12789,4320,10970,8937,102262
-49,53,74,5317,41368,16165,26799,3005,7078,7913,92742
21,47,63,715484,134690,12354,23364,21336,4088,9063,68379
182,56,74,28249,20468,15837,4985,7987,8141,5535,78865
50,44,78,1260149,147648,22032,76069,24274,9088,8579,86231
320,54,67,61802,34043,8858,6205,3683,13124,5181,112282
10,63,74,709125,117506,32373,21047,7597,11602,4573,76403
-11,63,67,16062,50510,5851,19177,7151,14124,4024,80771
-247,77,64,144692,78304,32044,10770,12423,20918,14613,80603
49,66,67,154407,20573,4762,5807,1709,2194,668,22525
22,66,75,316161,34989,25320,8541,9417,5882,4760,110839
122,61,77,28210,62826,14021,16963,4949,8629,4873,99555
55,50,74,316932,106440,14132,26067,29071,6937,13055,110318
172,56,69,54150,40276,15324,6528,7424,10831,9539,102581
-27,50,54,618731,407913,56814,13254,41730,18511,11048,150717
85,54,57,281618,55216,36970,10209,9806,14449,5293,90628
-3,70,63,93715,13916,9596,8331,17265,10107,10146,87433
-59,61,74,2226244,44346,68242,5526,22451,6872,4490,107116
-235,67,77,538575,111747,26962,8879,29482,12997,5167,58926
65,54,67,122134,58036,1662,14859,5315,2641,1163,14136
89,30,63,215146,196352,44760,4684,7125,5857,6609,59874
-118,38,44,317418,84148,2748,11378,8461,10631,7825,82486
-7,41,53,94562,38366,26822,6402,16063,8843,9033,99446
72,51,56,576602,101078,28809,22070,8036,15351,10184,141395
-7,56,56,297866,46194,3655,6890,3072,2100,1799,31589
146,61,74,215679,32195,11778,50684,26814,15601,22476,104221
-4,51,54,955303,775290,38914,39696,50437,37899,50185,215997
-139,43,51,648108,96452,15509,10365,6636,4615,2811,23572
-73,47,56,133891,45474,7818,13365,4389,4173,3271,23975
241,41,47,1238924,160702,23683,31390,23303,21328,13098,121166
16,54,64,428684,40833,28885,50408,47875,24221,10511,90243
-33,57,60,260346,75882,7616,4439,8482,4084,2426,26492
120,48,48,367278,446372,2871,44665,10455,10595,16498,71060
24,43,53,496815,132764,75614,9105,25319,12132,7646,89596
-107,30,44,302214,65397,6510,15512,5367,4340,8067,25320
-12,38,54,183575,6903,3029,884,1902,1286,961,31311
96,57,61,171769,78352,14172,7458,17852,17254,2856,741977
8,60,63,607759,37048,13628,13611,3490,4117,2086,166923
96,54,54,1422959,373955,24094,17732,14183,13255,5131,627051
138,37,50,419821,159465,16897,22639,9590,2850,1572,121279
7,20,61,569091,19158,5953,12502,6979,1086,1231,145483
-33,17,56,1003885,32702,3748,9839,1955,2515,375,40052
-71,24,61,650995,28723,4083,3201,6861,2779,685,151258
1,34,64,564192,214756,75795,17374,45368,11238,2496,530517
-227,38,64,1343148,89619,69465,4834,8930,7724,2106,55551
75,35,53,307383,343405,20454,19287,63059,12693,3503,139426
35,30,54,216370,14340,2448,1498,2210,851,1380,12901
-181,43,47,218705,155886,17879,22607,60549,29962,5144,124005
69,40,37,802136,80079,14171,10024,13544,3305,1754,36274
-18,35,50,98658,177878,69047,6094,31437,5222,5888,99432
11,37,44,1659879,272796,15055,37771,60807,18518,4136,81598
-1,35,56,85170,56614,10738,21908,6535,10137,9956,139745
104,40,57,374680,132327,35521,15935,16253,11904,10774,116119
-51,57,60,311473,9312,3778,2762,4162,2582,736,24882
167,56,66,321575,94126,13870,24188,19952,6831,4477,108205
97,51,61,1846117,224555,42056,24462,16189,15892,4014,276271
276,41,75,2324818,87334,113095,24773,12963,4752,2240,209094
-55,34,63,719048,153901,3952,13386,5136,11753,1430,141417
-308,34,57,432279,18048,1609,2277,903,893,275,39461
-85,24,61,2094331,183788,37716,42021,11536,6655,3091,518858
-17,27,53,392274,29939,15841,3215,3693,1652,726,121672
118,24,63,2519891,108595,9054,27091,3190,6167,2759,331920
-35,13,61,208746,377256,39890,33866,13687,5119,2556,38403
131,20,63,323036,41252,19430,3639,5297,3770,426,10171
7,34,64,222381,20215,15505,3120,6551,5180,877,10167
70,27,64,13675,77511,19025,8133,3974,2713,1666,165559
-67,40,67,232817,177278,35516,19532,11858,9653,2714,170478
-26,41,64,605843,85502,16703,16908,15656,8133,8318,282665
18,50,63,59965,20061,17594,3036,11205,13515,4057,323588
91,50,60,314455,17740,3072,1297,2249,518,228,25332
151,44,54,345266,95071,7461,7294,4483,2083,574,80672
20,38,41,1099361,229837,13753,6175,18398,8184,4982,189882
80,8,24,1083041,549895,31343,27857,30223,7910,6303,478297
-77,23,29,80948,28885,8720,5385,6459,6032,4248,565002
13,51,37,5810,1896,4119,6843,21817,6459,5540,532391
-33,53,63,620884,36944,21566,34913,3752,3932,702,132721
8,64,77,705780,34949,14980,4852,10590,2455,2659,130165
-23,53,80,295586,39335,10776,8388,4623,2378,1741,104257
38,34,81,921531,86672,30811,7541,4366,6459,709,101474
64,47,53,195304,83071,2495,3290,4038,16566,4523,384598
34,51,48,613903,93520,33638,3164,33392,10024,4043,390347
-35,48,41,1481464,346915,48357,23802,20663,11245,7906,483459
266,60,41,19450,22320,4843,10343,3424,7496,3842,285516
52,44,51,234366,44521,2304,5078,2420,1892,1462,96135
83,35,41,788484,234877,22671,3025,15980,7117,2734,504100
122,38,43,658755,367707,46091,50069,19672,19015,3873,535410
86,26,40,286310,85634,21330,7326,13366,6327,4053,507581
-74,44,54,29190,57242,5481,17058,7164,9111,2513,468973
136,51,56,655949,124950,3251,40002,18439,13141,5673,430695
11,51,56,655949,124950,3251,40002,18439,13141,5673,430695
99,53,48,818475,516502,45310,32371,56601,14810,12852,492683
98,40,41,889634,130088,8207,11847,17399,3570,3075,142956
80,29,38,498086,312567,43842,25118,25726,9919,3248,305265
2,40,41,1523547,38903,23800,8840,11611,37553,18001,191042
9,50,47,531164,62081,11030,6633,19770,6560,6545,116024
-29,64,48,380824,114072,9750,16733,27039,15389,10248,98580
54,84,50,26903,28952,5831,4593,9322,9696,4937,88608
19,61,53,453630,122271,78568,17730,29659,8096,1718,103193
74,63,63,53979,35802,8662,18507,10362,6142,6486,151104
39,63,83,383371,9009,28445,23700,19237,6753,4610,165599
18,51,100,332064,103385,125526,58869,5973,18818,5637,84578
8,43,88,111041,472669,80464,13553,17090,8146,5741,84719
41,34,78,197292,133642,13169,15866,13333,5425,4258,63138
1,27,57,197313,96436,12663,6121,15154,7357,3032,78897
55,30,40,159324,104619,14450,10853,25899,14199,6017,73314
37,40,41,303947,80201,16569,4235,4887,3444,1320,16264
-125,38,51,270964,117311,44662,36933,30533,6243,2572,115122
11,29,51,40820,19347,2861,722,1541,550,305,5613
88,30,69,169354,27110,56229,14072,21481,11105,5331,100828
-257,24,69,62479,90086,10275,14292,11952,2016,2448,29066
-122,41,60,192349,21340,2715,4460,13040,5547,1955,23421
-8,50,69,599815,144474,32194,52020,29393,15182,7404,84318
23,44,51,303625,208386,26913,15889,16715,17153,7535,61476
148,56,56,449885,130645,37310,24925,22256,10754,5127,55055
-35,51,70,263560,45091,43818,55611,30601,17586,5236,67816
-66,60,64,269666,148001,12930,24704,18028,28987,7623,36378
-21,61,78,308809,83386,34829,40484,12059,14208,8274,75933
3,78,87,34857,6141,3815,17631,4527,10149,8531,47685
71,74,78,140932,136887,59088,9425,15730,12999,6061,83680
-40,69,94,316849,33160,42051,35857,15510,12274,4258,57466
88,61,91,413211,115632,48115,31945,24244,7089,1587,70266
-75,53,87,345788,77614,47483,19179,20617,21843,4275,55485
50,47,87,478956,78095,35056,3410,5338,3336,3243,12977
12,38,84,33086,63374,74512,12171,12076,7395,8972,60414
74,50,74,247409,129256,11354,12541,25621,16348,3551,69360
-5,50,69,7867,39618,18054,10333,7250,10296,5689,70972
27,77,66,12982,9860,3324,7395,7735,13814,1948,55612
13,91,53,133669,41376,8529,4379,6066,13682,6994,48609
98,81,51,282955,223254,14844,17584,12998,10780,5479,61469
77,80,50,111120,18782,6257,4522,5181,3450,1423,17259
118,57,38,239225,48713,3441,3743,25165,2857,1625,14520
-61,43,37,149694,219704,32990,5537,7417,13700,4933,62926
-193,48,50,878734,93225,53739,16078,42525,10789,4858,71685
71,40,47,185337,211310,43162,18893,13705,12457,7799,56939
128,34,50,933671,198074,23636,8323,15482,6534,2344,17728
-36,24,47,306949,315353,23901,13821,10240,6800,4236,50904
100,16,38,206361,357973,53515,25077,9074,11849,5841,49025
194,23,40,1640365,507640,115612,86991,73217,63835,6461,56066
130,27,48,109747,38756,10271,5815,6429,2477,2294,31091
35,35,67,743295,58194,84208,2771,21648,6608,2211,157064
-29,35,70,796451,483510,124961,52583,37679,17807,14457,573230
-150,30,84,1616561,77806,113372,29553,14379,13543,10335,562988
27,27,78,1400889,126420,19323,3696,3983,4256,2480,136375
117,20,61,431664,67042,7364,6429,8824,1435,2654,142363
131,24,51,315043,154619,1214,15645,28402,8081,2392,121666
152,21,37,317247,77679,12502,15363,15256,4038,1100,144792
-23,21,34,237473,66792,4966,4681,17909,2147,1677,139228
137,38,38,704165,21352,1863,7902,7635,3844,1674,153442
-68,29,40,603687,751299,78180,16963,41175,16684,7235,618195
55,21,35,1566635,1786833,346888,33405,75504,33442,6811,712811
67,23,30,389824,139577,9815,3488,32816,4801,3251,163515
188,7,30,161827,136808,31439,6290,4879,3304,2848,183415
-36,8,44,1307036,109517,36987,20790,22205,4489,1116,131774
-54,16,66,1280606,100138,171658,178927,47685,17785,6872,496930
35,21,77,1882467,255369,61742,27970,43375,19435,8581,539887
72,26,63,1565006,371609,9781,16393,26746,12795,13672,614865
58,24,50,167125,86021,4852,3474,2978,1932,1464,150120
73,26,38,69786,33251,19647,1266,3424,2496,1402,151986
-39,27,48,927669,12611,16939,4057,11561,2445,2221,148546
-148,38,69,43175,39228,32859,8076,6401,7433,5659,633583
16,41,83,1286620,178906,56400,16391,12797,8933,842,147978
65,40,78,165829,55489,21804,1224,5745,2725,2100,140848
125,35,57,1258999,398808,17076,26596,77498,18834,18843,659820
73,30,47,293031,28916,6267,2579,1695,2089,700,36306
-37,27,23,846496,815847,8620,10420,20178,20261,12634,668177
-18,35,17,1239940,391834,82655,12501,37991,33899,12705,655774
73,35,43,122490,7859,9878,2915,2498,932,175,41572
97,29,50,1259612,62290,13175,19744,13776,3486,3296,75963
70,44,75,115488,68205,3335,25264,17151,11689,11117,227009
-58,41,74,93785,25744,2782,2236,1633,1639,1839,39890
39,41,60,1117280,46925,10052,9382,12565,3351,832,41055
-8,48,69,75941,38188,49408,28812,13513,8848,6305,181708
51,44,78,438775,13578,11409,4586,6215,2588,479,26722
38,50,83,89398,75990,3579,22272,4198,8951,5921,140621
33,51,90,245242,185178,52867,96207,52680,16570,7497,69016
55,43,66,418480,325487,29905,9193,21658,11006,10046,171853
-232,41,50,1034711,110115,7718,6890,9024,8547,1420,153227
-264,38,54,1882303,53136,3767,30059,7817,4743,1546,169860
91,41,43,298774,18570,1805,2239,2038,1489,395,49127
-43,44,56,745646,130904,45732,17824,10474,8044,2514,196302
-1,44,61,891883,276675,9516,47199,26219,21052,6576,744662
9,43,66,476061,4833,3909,3029,2097,511,1224,45746
-6,53,70,7205,20812,5118,6678,8156,5738,1406,574878
-21,54,74,865989,99000,52073,17079,17499,8184,4177,499667
58,64,74,210250,139704,25173,7222,14126,31522,8670,508341
281,74,57,168845,54103,5178,6049,6467,8351,5020,618373
65,63,61,440419,195045,88441,56059,51915,19905,5753,607727
-5,54,61,1241257,53890,28500,5169,5512,1877,722,31110
-55,37,57,1096777,146401,13833,9278,30282,4964,5564,545347
-231,23,53,541163,172143,6176,11907,7292,4880,939,159900
96,17,43,902719,59496,8594,4213,3936,2592,1332,144160
66,30,48,527138,19113,14905,9980,7056,3794,3334,155113
2,44,60,84128,41067,11532,18216,8938,7707,3305,695308
-39,54,64,1580624,330008,38333,21156,7702,31162,2691,595628
-101,69,77,6918,7313,17916,2069,19526,4274,2316,603005
130,67,63,94659,205113,13552,34944,13320,20390,3730,502246
81,53,60,269198,469453,92750,94762,21067,17705,3496,720861
74,51,69,773483,88904,36134,27060,25620,9568,2911,205067
121,40,67,338058,28209,1576,15091,5228,2240,657,53747
-51,40,78,2955217,64589,16670,25495,10646,7880,1698,201151
18,53,78,699801,125000,38237,22041,10486,17741,2462,213715
21,44,74,728898,70160,18620,2365,5552,2519,645,60052
135,44,63,347983,341784,40321,33015,26472,23781,6791,726707
22,34,56,307347,101280,16445,12797,7639,2819,1149,163060
-98,29,61,1104593,138183,86574,29298,34985,17399,2523,738872
-6,34,69,339018,30019,12659,11684,6283,1942,1224,173924
-157,43,77,1361042,33786,15258,8175,11787,10145,3668,170563
-1,48,78,1090129,397135,87987,69832,37418,19071,3128,622125
146,48,70,2041114,182037,68945,14906,33594,20404,12624,674353
55,48,61,444049,112144,9428,17189,9888,4961,1425,174011
-90,30,51,811414,139903,18882,4130,12180,5255,945,181346
-261,30,47,301780,240657,49650,4741,24206,10769,3628,817928
29,17,35,736009,288093,14050,15070,8791,5566,4044,178518
163,23,37,694773,38331,6581,4408,3496,3053,548,184247
6,27,43,1573801,189614,51571,20650,22884,14863,5195,657188
83,29,47,1613673,80975,7410,16828,10963,3996,2107,180206
-3,41,63,612370,19216,8396,4485,2298,1762,359,43822
178,40,56,777833,62836,2175,7143,2634,3420,1482,166939
-85,47,54,2021235,203172,43698,31893,28327,34582,2182,621129
-136,47,66,927107,17342,9705,8090,3655,1480,1283,157782
52,38,77,598513,40301,46935,50748,9943,3163,1186,148916
-114,38,83,2241826,284833,35526,55763,40374,15516,5301,819018
81,30,94,124284,2130,1707,667,177,293,73,10834
53,34,90,761681,45435,12919,11587,8282,3249,2157,176463
-37,48,84,731512,12548,20694,2005,8179,4046,1244,180247
-65,41,77,983826,553192,25119,47721,22409,13952,9624,628596
17,34,51,803241,141637,7024,3200,1993,4311,2243,147045
-26,38,61,1052900,7774,11297,12081,7970,2518,947,131298
59,21,53,897911,186156,45317,34791,17973,4679,3100,135313
162,34,67,383986,73110,21129,30764,7933,10817,8373,569884
36,30,75,659721,246504,34169,4879,9271,7127,1662,119965
70,29,61,1214879,28275,5183,7174,7102,2545,1849,122852
66,34,44,2626543,483279,25601,18872,55321,13365,6314,485073
18,26,27,135580,104958,2985,7581,6568,4178,7873,101530
-7,30,44,577577,70917,37280,32749,15359,6175,7916,185607
